;openalex_id;journal_id;journal_name;publication_year;has_osf;has_git;doi;country;author;title;keywords;method_quali;open_answers;interview;observation;documents;method_quanti;one_m;multiple_m;quasiexperiment;experiment;intervention;primary_data;secondary_data;review;method_other;open_data;open_code;open_material;open_analysis;prerig;notes2;study_type;
245;W4366760248;S2738252563;AERA Open;2023;TRUE;FALSE;https://doi.org/10.1177/23328584231165919;United States;"Lauren E. Decker-Woodrow; Craig A. Mason; Ji-Eun Lee; Jenny Yun-Chen Chan; Adam Sales; Allison Liu; Shihfen Tu";The Impacts of Three Educational Technologies on Algebraic Understanding in the Context of COVID-19;"educational technology; algebra; randomized controlled trial; ASSISTments; DragonBox; From Here to There; COVID-19";0;0;0;0;0;1;0;1;0;1;1;1;0;0;didactic;0;0;1;0;NA;items;quantitative;
246;W4402410870;S148277943;SAGE Open;2024;TRUE;FALSE;https://doi.org/10.1177/21582440241276172;Germany;"Mareike Ehlert; Elmar Souvignier";Mind the Gap: How Teachers' Professional Development Preferences Relate to Scientific Recommendations;"teacher professional development; video vignettes; evidence-based interventions; teacher preferences; implementation";0;0;0;0;0;1;1;0;1;0;0;1;0;0;didactic;1;1;1;0;NA;study_material;quantitative;
247;W4413974252;S4210201537;International Journal of Educational Technology in Higher Education;2025;TRUE;FALSE;https://doi.org/10.1186/s41239-025-00553-x;Germany;"Sebastian Strau; Isis Tunnigkeit; Julia Eberle; Arlind Avdullahu; Marlena Block; Markus Knig; Nikol Rummel";Promoting collaborative reflection to foster interprofessional collaboration skills: Putting laboratory findings to the test in the field;"collaborative reflection; interprofessional collaboration; higher education; CSCL; technology-enhanced learning";0;0;0;1;0;1;0;1;1;0;1;1;0;0;didactic;1;1;1;0;NA;study_material;quantitative;
249;W3188304389;S4210201537;International Journal of Educational Technology in Higher Education;2021;TRUE;FALSE;https://doi.org/10.1186/s41239-021-00278-7;International;"Joshua Weidlich; Marco Kalz";Exploring predictors of instructional resilience during emergency remote teaching in higher education;"instructional resilience; emergency remote teaching; higher education; COVID-19; lecturers; survey";0;0;0;0;0;1;1;0;0;0;0;1;0;0;NA;1;0;1;0;NA;fragebogen;quantitative;
36;W4395037310;S2738008561;Education Sciences;2024;TRUE;FALSE;https://doi.org/10.3390/educsci14050441;USA;"McCain, J.; Roksa, J.; Breen, S.";Support without Status: Inequities in StudentAdvisor Relational Dynamics between First-Generation and Continuing-Generation Doctoral Students;"first-generation students; doctoral education; STEM education; faculty advisor relationships; cultural capital; inequality";1;0;1;0;0;0;1;0;0;0;0;1;0;0;NA;1;1;1;0;NA;NA;qualitative;
43;W4415738352;S2596526815;Frontiers in Education;2025;TRUE;FALSE;https://doi.org/10.3389/feduc.2025.1675773;UK;"Hennessey, A.; MacQuarrie, S.; Pert, K.; Mason, C.; Verity, L.";Advocating for a holistic culture of school wellbeingan evaluation of the Well Schools whole school approach to pupil and teacher wellbeing;"wellbeing; mental health; whole school interventions; evaluation; teachers";1;0;1;0;1;0;0;0;0;0;0;1;0;0;NA;1;0;1;1;NA;data_collection;qualitative;
46;W3200389379;S2596526815;Frontiers in Education;2021;TRUE;FALSE;https://doi.org/10.3389/feduc.2021.734755;UK;"MacKay, J. R. D.; Nordmann, E.; Murray, L.; Browitt, A.; Anderson, M.; Hutchison, J.";The Cost of Asking: Say that Again?: A Social Capital Theory View Into How Lecture Recording Supports Widening Participation;"technology enhanced learning; widening participation; higher education; lecture recording; lecture capture; education equality";1;0;1;0;0;0;1;0;0;0;0;1;0;0;NA;0;0;1;0;NA;study_material;qualitative;
47;W2801458276;S2596526815;Frontiers in Education;2018;TRUE;FALSE;https://doi.org/10.3389/feduc.2018.00032;UK;"Senior, R. M.; Bartholomew, P.; Soor, A.; Shepperd, D.; Bartholomew, N.; Senior, C.";The Rules of Engagement: Student Engagement and Motivation to Improve the Quality of Undergraduate Learning;" students; quality; nominal group technique; focus groups; higher education";1;0;1;0;0;0;1;0;0;0;0;1;0;0;NA;0;0;0;0;1;NA;qualitative;
60;W4414156464;S2738008561;Education Sciences;2025;TRUE;FALSE;https://doi.org/10.3390/educsci15091184;Romania;Tripon, C.;Towards Quality Education for All: Integrating EdTech, Mentorship, and Community in Support of SDG 4;"EdTech; inclusive education; STEM education; mentorship; service learning; digital tools; remote learning; educational equity";1;0;1;1;0;0;0;0;0;0;1;1;0;0;NA;0;0;1;0;NA;study_material;qualitative;
61;W4409606309;S2738008561;Education Sciences;2025;FALSE;TRUE;https://doi.org/10.3390/educsci15040511;Romania;"Ioanid, A.; Andrei, N.";ChatGPT in Education: Challenges in Local Knowledge Representation of Romanian History and Geography;"ChatGPT in education; regional knowledge gaps; Romanian history; geography education; AI limitations; digitalization gap; knowledge integration";1;0;0;0;1;0;1;0;0;0;0;1;1;0;NA;1;0;1;0;NA;NA;qualitative;
68;W3198870776;S2596526815;Frontiers in Education;2021;FALSE;TRUE;https://doi.org/10.3389/feduc.2021.735088;Neuseeland;"Brown, G. T. L.; Denny, P.; San Jose, D. L.; Li, E.";Setting Standards With Multiple-Choice Tests: A Preliminary Intended-User Evaluation of SmartStandardSet;"Data science applications in education; human-computer interface; Pedagogical issues; Post-secondary education; Teaching/Learning strategies";1;0;1;0;0;0;1;0;0;0;0;1;0;0;NA;0;1;0;0;NA;software;qualitative;
95;W4408034558;S2738008561;Education Sciences;2025;TRUE;FALSE;https://doi.org/10.3390/educsci15030302;NA;"Silva, E. S.; Costa, W. P. da; Lima, J. C. de; Ferreira, J. C.";Contribution of Microlearning in Basic Education: A Systematic Review;"digital information and communication technologies; teaching methodology; social perspective; teaching theories; online platforms; mobile technologies; digital tools; active learning";1;0;0;0;1;0;0;0;0;0;0;0;1;1;NA;1;0;0;0;NA;NA;qualitative;
96;W4402687093;S2738008561;Education Sciences;2024;TRUE;FALSE;https://doi.org/10.3390/educsci14091028;NA;"Portillo-Blanco, A.; Deprez, H.; De Cock, M.; Guisasola, J.; Zuza, K.";A Systematic Literature Review of Integrated STEM Education: Uncovering Consensus and Diversity in Principles and Characteristics;"STEM education; integration; theoretical frameworks; principles; systematic literature review; primary and secondary education; integrated STEM";1;0;0;0;1;0;0;0;0;0;0;0;1;1;NA;0;0;0;0;1;NA;qualitative;
171;W7124768568;S2764918247;Cogent Education;2026;TRUE;FALSE;https://doi.org/10.1080/2331186x.2025.2611598;Germany;"Landberg; M.; Langen; R.";A qualitative follow-up study on academic success of non-traditional students;"non-traditional students; academic success; higher education; qualitative follow-up; interviews; thematic analysis";1;0;1;0;0;0;0;1;0;0;0;1;0;0;NA;0;0;0;1;NA;quali_topic_ana;qualitative;
172;W4416841409;S2596526815;Frontiers in Education;2025;TRUE;FALSE;https://doi.org/10.3389/feduc.2025.1657822;Germany;"Junger; R.; Hanke; J.";Technical-pedagogical usability of digital inclusive reading support evolving through practice-to-research transfer;"inclusive education; reading support; digital formative diagnostics; Levumi; usability; OER";1;1;1;1;0;0;0;0;0;0;0;1;0;0;NA;1;0;1;0;NA;NA;qualitative;
173;W4415701420;S2596526815;Frontiers in Education;2025;TRUE;FALSE;https://doi.org/10.3389/feduc.2025.1692383;United Kingdom;"Porter; K. P.; Donaldson; D. I.";Emotional drivers of pedagogy and their place in the motivational process: distinguishing percepts from outcomes;"teacher emotion; pedagogy; motivation; interviews; thematic analysis; narrative analysis; Scotland";1;1;1;0;0;0;0;0;0;0;0;1;0;0;NA;1;0;0;0;NA;NA;qualitative;
232;W4366988470;S2738008561;Education Sciences;2023;FALSE;TRUE;https://doi.org/10.3390/educsci13050438;South Africa;"Combrink; H. M.; Marivate; V.; Masikisiki; B.";Technology-Enhanced Learning, Data Sharing, and Machine Learning Challenges in South African Education;"data-sharing governance; machine learning education research; challenges; innovation; South African context";1;0;0;0;1;0;0;0;0;0;0;0;1;1;conceptual;1;1;0;0;NA;NA;qualitative;
2;W4410643918;S2596526815;Frontiers in Education;2025;FALSE;TRUE;https://doi.org/10.3389/feduc.2025.1462887;USA, Canada;"Collins, T. R. L.; Layton, R. L.; Ramadoss, D.; MacDonald, J.; Wheeler, R.; Bankston, A.; Stayart, C. A.; Hao, Y.; Robinson-Hamm, J. N.; Sinche, M.; Burghart, S.; Carlsen-Bryan, A.; Eswara, P.; Krasna, H.; Xu, H.; Sullivan, M.";Making strides in doctoral-level career outcomes reporting: a review of classification and visualization methodologies in graduate education;"graduate education; doctoral training; program evaluation; career outcomes; taxonomy; PhD";0;0;0;0;0;0;0;0;0;0;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;review;
44;W4406128230;S2596526815;Frontiers in Education;2025;TRUE;FALSE;https://doi.org/10.3389/feduc.2024.1504877;UK;"Paci, E.; Swainson, A.; Cerminara, N. L.";Facing the fear: a scaffolding approach to teaching life sciences undergraduates R coding;"coding; life sciences; R; undergraduates; neuroscience; physiology";0;0;0;0;0;0;0;0;0;0;0;0;0;0;conceptional;1;1;1;0;NA;NA;conceptional;
79;W2996586050;S2738252563;AERA Open;2019;TRUE;FALSE;https://doi.org/10.1177/2332858419891963;NA;"Makel, M. C.; Smith, K. N.; McBee, M. T.; Peters, S. J.; Miller, E. M.";A Path to Greater Credibility: Large-Scale Collaborative Education Research;"credibility revolution; open science; replicability crisis";0;0;0;0;0;0;0;0;0;0;0;0;0;1;conceptional;0;0;1;0;NA;NA;conceptional;
80;W2884404464;S2738252563;AERA Open;2018;TRUE;FALSE;https://doi.org/10.1177/2332858418787466;NA;"Van der Zee, T.; Reich, J.";Open Education Science;"preregistration; open science; registered report; open access";0;0;0;0;0;0;0;0;0;0;0;0;0;0;conceptional;0;0;1;0;NA;NA;conceptional;
82;W4410905797;S2596526815;Frontiers in Education;2025;TRUE;FALSE;https://doi.org/10.3389/feduc.2025.1578979;NA;"Manganello, F.; Rasca, E.; Villa, A.; Maddalena, A.; Boccuzzi, G. ";Machine learning for post-diploma educational and career guidance: a scoping review in AI-driven decision support systems;"achine learning; post-diploma guidance; educational guidance; career guidance; predictive analytics; scoping review";0;0;0;0;0;0;0;0;0;0;0;0;1;1;NA;1;0;0;0;1;NA;review;
90;W3177938779;S2596526815;Frontiers in Education;2021;TRUE;FALSE;https://doi.org/10.3389/feduc.2021.639814;NA;"Holden, O. L.; Norris, M. E.; Kuhlmeier, V. A.";Academic Integrity in Online Assessment: A Research Review;"academic integrity; academic dishonesty; cheating; online courses; remote teaching";0;0;0;0;0;0;0;0;0;0;0;0;1;1;NA;0;0;1;0;NA;NA;review;
91;W3126618872;S2596526815;Frontiers in Education;2021;TRUE;FALSE;https://doi.org/10.3389/feduc.2020.611072;NA;"Ninaus, M.; Nebel, S.";A Systematic Literature Review of Analytics for Adaptivity Within Educational Video Games;"analytics; educational video games; serious games; game-based learning; adaptivity; learning; systematic review";0;0;0;0;0;0;0;0;0;0;0;0;1;1;NA;1;0;1;0;NA;NA;review;
97;W4401907806;S2738008561;Education Sciences;2024;TRUE;FALSE;https://doi.org/10.3390/educsci14090940;NA;"Soto-Correia, M.; Plaza-Manzano, G.; Valera-Calero, J. A.";Teaching Methodologies of Gross Anatomy Education for Undergraduate Physiotherapy Students: An Updated Scoping Review;"education; gross anatomy; undergraduate; physiotherapy";0;0;0;0;0;0;0;0;0;0;0;0;1;1;NA;0;0;0;0;1;NA;review;
98;W4390662869;S2738008561;Education Sciences;2024;TRUE;FALSE;https://doi.org/10.3390/educsci14010066;NA;"Hamadi, S. E.; Furenes, M. I.; Havik, T.";A Systematic Scoping Review on Research Focusing on Professionals Attitudes toward School Attendance Problems;"school attendance problems; school refusal; truancy; school withdrawal; school exclusion; attitudes/professionals";0;0;0;0;0;0;0;0;0;0;0;0;1;1;NA;0;0;0;0;1;NA;review;
99;W4386099131;S2738008561;Education Sciences;2023;TRUE;FALSE;https://doi.org/10.3390/educsci13090855;NA;"Alvarez-Sndez, D.; Velzquez-Victorica, K.; Mungaray-Moctezuma, A.; Lpez-Guerrero, A.";Administrative Processes Efficiency Measurement in Higher Education Institutions: A Scoping Review;"efficiency; quality; higher education; administrative processes";0;0;0;0;0;0;0;0;0;0;0;0;1;1;NA;0;0;0;0;1;not_open;review;
100;W4367624532;S2738008561;Education Sciences;2023;TRUE;FALSE;https://doi.org/10.3390/educsci13050466;NA;"Rusconi, L.; Squillaci, M.";Effects of a Universal Design for Learning (UDL) Training Course on the Development Teachers Competences: A Systematic Review;"Universal Design for Learning; UDL; Profile of Inclusive Teachers; school accessibility; neurosciences; review";0;0;0;0;0;0;0;0;0;0;0;0;1;1;NA;0;0;0;0;1;not_open;review;
101;W4303946503;S2738008561;Education Sciences;2022;TRUE;FALSE;https://doi.org/10.3390/educsci12100687;NA;"Bakken, R. K.; Nss, K.-A. B.; Garrels, V.; Hagen, . M.";Single-Case Writing Interventions for Students with Disorders of Intellectual Development: A Systematic Review and Meta-Analysis;"writing; intellectual disability; single-case experimental design; systematic review; meta-analysis";0;0;0;0;0;0;0;0;0;0;0;0;1;1;NA;0;0;0;0;1;not_open;review;
141;W4386916021;S2596526815;Frontiers in Education;2023;FALSE;TRUE;https://doi.org/10.3389/feduc.2023.1169938;Fidschi;Orbn, L. L.;Using version control to document genuine effort in written assignments: a protocol with examples for universities;"written assignment; version control; assessment methods; Git; higher education";0;0;0;0;0;0;0;0;0;0;0;0;0;0;methodical;0;0;1;0;NA;course_material;conceptional;
168;W3139542841;S2738252563;AERA Open;2021;TRUE;FALSE;https://doi.org/10.1177/23328584211006475;United States;"Logan; J. A. R.; Hart; S. A.; Cutting; L.; Deater-Deckard; K.; Schatschneider; C.; Thompson; L. A.; Petrill; S. A.";Data Sharing in Education Science;"data sharing; education science; open science; research integrity; reproducibility; data repositories";0;0;0;0;1;0;0;0;0;0;0;0;0;0;methodic;0;0;1;0;NA;supplement;conceptional;
178;W4412140346;S2596526815;Frontiers in Education;2025;TRUE;FALSE;https://doi.org/10.3389/feduc.2025.1619888;International;"Leon; C.; Lipuma; J.; Oviedo-Torres; X.";Artificial intelligence in STEM education: a transdisciplinary framework for engagement and innovation;"artificial intelligence; STEM education; systematic review; transdisciplinary communication; bibliometric mapping; ethics";0;0;0;0;1;0;0;0;0;0;0;0;1;1;bibliometric;1;0;0;0;NA;NA;review;
182;W4405016937;S2596526815;Frontiers in Education;2024;TRUE;FALSE;https://doi.org/10.3389/feduc.2024.1439014;International;"Wang X.; Jheng J.-Y.; McMurray B.";Tone superimposition technique in Speech Sciences: a tutorial;"tone superimposition; speech sciences; Mandarin lexical tones; stimuli; tutorial";0;0;0;0;0;0;0;0;0;0;0;0;0;0;methodic;1;1;0;0;NA;NA;methodical;
184;W4403542385;S2596526815;Frontiers in Education;2024;FALSE;TRUE;https://doi.org/10.3389/feduc.2024.1486293;International;"Boada Y.; Flores F. J.; Vignoni A.";Integrating mathematical modeling into synthetic biology education: a comprehensive approach through webinars and syllabus development;"mathematical modeling; synthetic biology; webinars; syllabus; undergraduate education";0;0;0;0;0;0;0;0;0;0;1;0;0;0;didactic;1;1;1;0;NA;course_material;conceptional;
194;W4379231569;S2596526815;Frontiers in Education;2023;TRUE;FALSE;https://doi.org/10.3389/feduc.2023.1130865;United States;Li M.;Teaching beginner-level computational social science: interactive open education resources with learnr and shiny apps;"computational social science; open education resources; learnr; shiny apps; undergraduate education";NA;NA;0;0;0;NA;NA;NA;0;0;1;1;0;0;didactic;1;0;1;0;NA;NA;conceptional;
198;W4313586241;S2596526815;Frontiers in Education;2023;TRUE;FALSE;https://doi.org/10.3389/feduc.2022.1069388;Canada;"Norris M. E.; Swartz M.; Kuhlmeier V. A.";The importance of copyright and shared norms for credit in Open Educational Resources;"open education; Open Educational Resources (OER); copyright; intellectual property (IP); authorship";0;0;0;0;0;0;0;0;0;0;0;0;0;1;conceptual;0;0;1;0;NA;supplement;conceptional;
209;W3200060392;S2596526815;Frontiers in Education;2021;TRUE;FALSE;https://doi.org/10.3389/feduc.2021.719134;United States;"Goelman D.; Broatch J.; Crook S.; Ball B.; Kobojek K.; Ortiz J.";Introducing Databases in Context Through Customizable Visualizations;"databases; visualizations; data science education; contextualized learning; customizable learning tools";0;0;0;0;0;1;0;1;0;0;1;0;0;0;didactic;1;0;1;0;NA;fragebogen;quantitative;
215;W3042998580;S2596526815;Frontiers in Education;2020;TRUE;FALSE;https://doi.org/10.3389/feduc.2020.00097;Germany;"Brunner M.; Keller U.; Wenger M.; Fischbach A.; Ldtke O.";Statistical Methods in Transdisciplinary Educational Research;"transdisciplinary educational research; statistical methods; hierarchical data; measurement error; large data sets";0;0;0;0;0;0;0;0;0;0;0;0;0;0;methodic;1;1;0;0;NA;NA;methodical;
227;W4392696553;S2738008561;Education Sciences;2024;FALSE;TRUE;https://doi.org/10.3390/educsci14030296;Canada;"Zhang; K. E.; Jenkinson; J.";The Visual Science Communication Toolkit: Responding to the Need for Visual Science Communication Training in Undergraduate Life Sciences Education;"visual science communication; life sciences education; undergraduate education; visualization skills; toolkit";1;0;1;0;0;1;1;0;0;0;0;0;0;0;didactic;0;1;0;0;NA;software;mixed;
231;W4379058506;S2738008561;Education Sciences;2023;FALSE;TRUE;https://doi.org/10.3390/educsci13060566;Europe (three HEIs);"Fidas; C. A.; Belk; M.; Constantinides; A.; Portugal; D.; Martins; P.; Pietron; A. M.; Pitsillides; A.; Avouris; N.";Ensuring Academic Integrity and Trust in Online Learning Environments: A Longitudinal Study of an AI-Centered Proctoring System in Tertiary Educational Institutions;"academic integrity; online learning environments; AI-centered proctoring; longitudinal study; higher education; user survey";1;0;1;0;1;1;0;1;0;0;1;1;0;0;methodic;0;1;0;0;NA;software;mixed;
233;W4317106151;S2738008561;Education Sciences;2023;FALSE;TRUE;https://doi.org/10.3390/educsci13020101;Hungary;"Tth; R.; Hoffmann; M.; Zichar; M.";Lossless Encoding of Mental Cutting Test Scenarios for Efficient Development of Spatial Skills;"mental cutting test; spatial skills; lossless encoding; augmented reality; virtual reality; scenario generation";0;0;0;0;0;0;0;0;0;0;0;0;0;0;methodic;0;1;0;0;NA;NA;methodical;
242;W4416720442;S2738252563;AERA Open;2025;TRUE;FALSE;https://doi.org/10.1177/23328584251388032;NA;"Matthew A. Diemer; Michael B. Frisby; Aixa D. Marchand";A Primer on MIMIC Models and Critical Quantitative Methods to Increase Their Use;"MIMIC models; critical quantitative methods; measurement invariance; structural equation modeling; social justice";0;0;0;0;0;0;0;0;0;0;0;0;0;0;psychometric;1;1;0;0;NA;NA;methodical; 
13;W4402517993;S2764918247;Cogent Education;2024;TRUE;FALSE;https://doi.org/10.1080/2331186x.2024.2402158;USA;"Lundgren, L.; Bex, R. T.; Bauer, J.; Lam, A.; Slater, E.";Characterizing an online, science-based affinity space using topic modelling, diversity indices, and social network analysis;"Machine learning; science communication; science outreach; InfoMaps; Netlytic; NodeXL";1;0;0;0;1;1;0;1;0;0;0;1;0;0;NA;0;1;1;0;NA;NA;mixed;
16;W4417102980;S2596526815;Frontiers in Education;2025;TRUE;FALSE;https://doi.org/10.3389/feduc.2025.1679669;USA;"Zucker, T. A.; Mesa, M. P.; Bambha, V. P.; DeMaster, D. M.; Ahmed, Y.; Master, A.; Hammond, J.; McCallum, C.";Testing the impact of two afterschool museum outreach interventions on elementary childrens STEM outcomes: hands-on STEM alone or with STEM stories;"informal learning; science, technology, engineering and math (STEM); museum education; family involvement; Expectancy-Value Theory; achievement";1;0;1;1;0;1;1;0;0;1;1;1;0;0;NA;1;0;0;0;NA;NA;mixed;
22;W4389274347;S2596526815;Frontiers in Education;2023;FALSE;TRUE;https://doi.org/10.3389/feduc.2023.1317191;USA;"Drew, J.; Morgan, W.; Galindo, S.; Kleinschmit, A. J.; McWilliams, M.; Pauley, M.; Triplett, E. W.; Williams, J.; Murdoch, B.; Rosenwald, A.";Revisiting barriers to implementation of bioinformatics into life sciences education;"undergraduate education; STEM education; bioinformatics; barriers to integration; education reform";1;1;1;0;0;1;1;0;0;0;0;1;0;0;NA;1;1;0;1;NA;NA;mixed;
34;W4415361874;S2738008561;Education Sciences;2025;TRUE;FALSE;https://doi.org/10.3390/educsci15101401;USA;"Hattan, C.; Baumann, J.; Parkinson, M. M.; MacPhee, D.";Exploring the Power and Possibility of Contextually Relevant Social StudiesLiteracy Integration;"contextually relevant; curriculum; vocabulary; interest; literacy";1;1;0;0;0;1;1;0;1;0;1;1;0;0;NA;1;0;1;0;NA;NA;mixed;
40;W4413767889;S2738252563;AERA Open;2025;TRUE;FALSE;https://doi.org/10.1177/23328584251364785;USA;"Borman, G. D.; Borman, T. H.; Park, S. J.; Zhu, B.";Replicating a Middle-School Belonging Intervention: Evidence from a Randomized Trial Within a New School District;"adolescence; belonging; experimental research; middle schools; psychology";1;1;0;0;0;1;0;1;0;1;1;1;1;0;NA;0;0;0;0;1;NA;mixed;
45;W4224244032;S2596526815;Frontiers in Education;2022;TRUE;FALSE;https://doi.org/10.3389/feduc.2022.890832;UK;"Brown, C.; MacGregor, S.; Flood, J.; Malin, J.";Facilitating Research-Informed Educational Practice for Inclusion. Survey Findings From 147 Teachers and School Leaders in England;"research-use; research-informed practice; teacher research use; classification tree analysis; Jean Baudrillard; benefits of research; costs of research; signification of research";1;0;1;0;0;1;1;0;0;0;0;1;0;0;NA;0;0;0;1;NA;supplement_results;mixed;
58;W4391404408;S2738008561;Education Sciences;2024;FALSE;TRUE;https://doi.org/10.3390/educsci14020148;Saudi Arabia;Almasre, M.;Development and Evaluation of a Custom GPT for the Assessment of Students Designs in a Typography Course;"assessment; ChatGPT; GPT-4; artificial intelligence; typography design; teaching and learning assessment";1;0;0;0;1;1;0;1;0;0;1;1;0;0;NA;0;0;1;0;NA;supplement_results;mixed;
67;W4415127440;S2764918247;Cogent Education;2025;TRUE;FALSE;https://doi.org/10.1080/2331186x.2025.2572385;Nigeria;"Aja, L.; Abonyi, O. S.; Elom, J. I.; Ikporo, F.";Assessing the correspondence of the basic science curriculum across the different classes with core curriculum specifications in Ebonyi State, Nigeria;"Correspondence; basic science curriculum; core curriculum; specifications; secondary schools";1;0;0;0;1;1;1;0;0;0;0;1;0;0;NA;1;0;0;0;NA;NA;mixed;
70;W4414222544;S2764918247;Cogent Education;2025;TRUE;FALSE;https://doi.org/10.1080/2331186x.2025.2560614;Netherlands;"Leenaars, M. E. M.; Evenhuis, T.; Leenaars, C. H. C.";Using music for other subjects in primary schools: empirical survey findings from teachers and a systematic scoping review;"Musicality; musical instruments; singing; song; elementary school; courses; pseudo-replicates";1;1;0;0;0;1;1;0;0;0;0;1;1;1;NA;0;0;1;0;NA;supplement_results;mixed;
78;W3159791589;S2738008561;Education Sciences;2021;FALSE;TRUE;https://doi.org/10.3390/educsci11050221;Netherlands;"Adov, L.; Meots, M.";COVID-19 Lockdown Education: The Importance of Structure in a Suddenly Changed Learning Environment;"COVID-19 lockdown education; structure in education; online education; secondary education; teacher knowledge";1;1;1;0;0;1;1;0;0;0;0;1;0;0;NA;1;0;1;1;NA;NA;mixed;
88;W4393987203;S2596526815;Frontiers in Education;2024;TRUE;FALSE;https://doi.org/10.3389/feduc.2024.1322624;NA;"Kager, K.; Kalinowski, E.; Jurczok, A.; Vock, M.";A systematic review of transparency in Lesson Study research: how do we report on the observation and reflection stages?;"professional development; Lesson Study; research transparency; observation; reflection; systematic review";1;0;0;0;1;1;0;0;0;0;0;0;1;1;NA;0;0;0;0;1;not_open;mixed;
93;W4414351282;S2738008561;Education Sciences;2025;TRUE;FALSE;https://doi.org/10.3390/educsci15091258;NA;"Lima Souza, L.; Ozorio Dutra, S. V.; Alves da Silva Filho, J. A.; Ferreira Silva, L.; Gomes Mouro, V.; Vieira Dantas, D.; Assis Neves Dantas, R.; Barros Ribeiro, K. R.";Virtual Reality in Critical Care Nursing Education: A Scoping Review;"nursing care; intensive care units; virtual reality; technology-enhanced education; nursing education";1;0;0;0;0;1;0;0;0;0;0;0;1;1;NA;0;0;0;0;1;not_open;mixed;
94;W4410008549;S2738008561;Education Sciences;2025;TRUE;FALSE;https://doi.org/10.3390/educsci15050539;NA;"Melo-Lpez, V.-A.; Basantes-Andrade, A.; Gudio-Meja, C.-B.; Hernndez-Martnez, E.";The Impact of Artificial Intelligence on Inclusive Education: A Systematic Review;"artificial intelligence; inclusive education; special educational needs; systematic review; educational accessibility; ethical challenges; personalization of learning; AI in education";1;0;0;0;1;1;0;0;0;0;0;0;1;1;NA;1;0;0;1;NA;NA;mixed;
104;W4410331954;S2596526815;Frontiers in Education;2025;FALSE;TRUE;https://doi.org/10.3389/feduc.2025.1552302;Italy;"Mandanici, M.; Bergamino, G.; Valente, S.";The I-Ork project: a technological approach to inclusive music making and therapy;"accessible digital music instruments (ADMIs); music technology applications; music therapy; inclusive music making; IMTAP protocol";1;1;0;1;0;1;1;0;0;0;1;1;0;0;NA;1;0;0;0;NA;NA;mixed;
106;W4414707141;S2738008561;Education Sciences;2025;TRUE;FALSE;https://doi.org/10.3390/educsci15101296;Israel;"Shonfeld, M.; Zidan, W.; Yazbak Abu Ahmad, M.; Cohen Liverant, R.; Lieber-Milo, S.; Amichai-Hamburger, Y.";Virtual Bridges: Enhancing Intercultural Competence Among Pre-Service Teachers Through 3D and Video-Conferencing Platforms;"virtual simulation; online collaboration; intercultural competence; pre-service teachers; mixed-methods research";1;0;1;0;0;1;0;1;1;0;1;1;0;0;NA;1;0;0;0;NA;NA;mixed;
110;W4406121368;S4210201537;International Journal of Educational Technology in Higher Education;2025;TRUE;FALSE;https://doi.org/10.1186/s41239-024-00500-2;Hongkong;"Zhong, Y.; Fryer, L. K.; Zheng, S.; Shum, A.; Chu, S. K. W.";From Gaming to Reality: Effectiveness of Skills Transfer from Competitive Sandbox Gaming Environment to Near and Far Contexts;"4Cs skills; esports; sandbox game; competitive gaming environment; skills transfer; experimental design";1;0;1;1;0;1;0;1;0;1;1;1;0;0;NA;0;0;0;0;NA;nur_paper;mixed;
111;W2902836808;S2596526815;Frontiers in Education;2018;TRUE;FALSE;https://doi.org/10.3389/feduc.2018.00105;Greece;"Papadatou-Pastou, M.; Gritzali, M.; Barrable, A.";The Learning Styles Educational Neuromyth: Lack of Agreement Between Teachers Judgments, Self-Assessment, and Students Intelligence;" learning styles; auditory; visual; kinaesthetic; neuromyths; VAK; intelligence";1;1;0;0;0;1;1;0;0;0;0;1;0;0;NA;1;1;0;0;NA;NA;mixed;
135;W4415008768;S2738008561;Education Sciences;2025;TRUE;FALSE;https://doi.org/10.3390/educsci15101337;Germany;"Krys, S.; Braler, M.";Empowering Future HR Professionals: A Design-Based Research Approach to Project-Based Learning in Work and Organizational Psychology;"project-based learning; open pedagogy; higher education development; human resource development; design-based research; student-centered learning; psychology education; openness; academic culture transformation";1;1;0;0;0;1;0;1;0;0;1;1;0;0;NA;1;1;0;0;NA;NA;mixed;
142;W4399283491;S2764918247;Cogent Education;2024;TRUE;FALSE;https://doi.org/10.1080/2331186x.2024.2354969;Ethiopia;"Duressa, W. T.; Kidane, B. Z.";Indirect effects of leadership behaviors on departmental performance via organizational learning in Ethiopian public research universities;"Organizational learning; leadership behavior; departmental performance; indirect effect; Ethiopia; higher education";1;0;1;0;0;1;1;0;0;0;0;1;0;0;NA;0;0;0;0;1;NA;mixed;
144;W7124427793;S2596526815;Frontiers in Education;2026;FALSE;TRUE;https://doi.org/10.3389/feduc.2025.1716824;Ecuador, Colombia;"Burbano-Pulles, M.; Meneses-Quelal, O.";Sustainability and research in the Colombian-Ecuadorian public higher education system;"border region; public higher education; research models; sustainability; sustainable development goals";1;1;0;0;0;1;1;0;0;0;0;1;0;0;NA;1;1;0;0;NA;NA;mixed;
